Provider Id,Provider Name,Provider Street Address,Provider State,Provider Zip Code,"latitude,longitude",County,
70029,BRISTOL HOSPITAL,BREWSTER RD,CT,6010,"41.675821,-72.931407",hartford,
70031,GRIFFIN HOSPITAL,130 DIVISION ST,CT,6418,"41.335133,-73.089191",new haven,
70033,DANBURY HOSPITAL,24 HOSPITAL AVE,CT,6810,"41.405086,-73.446289",fairfield,
70034,NORWALK HOSPITAL ASSOCIATION,24 STEVENS STREET,CT,6856,"41.111322,-73.420307",fairfield,
70035,HOSPITAL OF CENTRAL CONNECTICUT THE,100 GRAND STREET,CT,6050,"41.661041,-72.786942",hartford,
70036,JOHN DEMPSEY HOSPITAL,263 FARMINGTON AVE,CT,6032,"41.730392,-72.790653",hartford,
70039,MASONIC HOME AND HOSPITAL,22 MASONIC AVE,CT,6492,"41.462812,-72.836496",new haven,
70040,HEBREW HOME AND HOSPITAL INC,1 ABRAHMS BOULEVARD,CT,6117,"41.80166,-72.725751",hartford,
80001,CHRISTIANA CARE HEALTH SERVICES INC.,4755 OGLETOWN-STANTON ROAD,DE,19718,"39.687886,-75.668995",new castle,
80003,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,DE,19805,"39.749535,-75.566619",new castle,
80004,BAYHEALTH - KENT GENERAL HOSPITAL,640 S STATE STREET,DE,19901,"39.151296,-75.52362",kent,
80006,NANTICOKE MEMORIAL HOSPITAL,801 MIDDLEFORD RD,DE,19973,"38.642207,-75.604662",sussex,
80007,BEEBE MEDICAL CENTER,424 SAVANNAH RD,DE,19958,"38.772027,-75.143883",sussex,
80009,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,21 WEST CLARKE AVENUE,DE,19963,"38.907231,-75.432529",sussex,
90001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,DC,20037,"38.901337,-77.050785",washington,
90003,HOWARD UNIVERSITY HOSPITAL,2041 GEORGIA AVE NW,DC,20060,"38.917523,-77.019989",washington,
90004,GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,DC,20007,"38.911453,-77.075275",washington,
90005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,DC,20016,"38.936558,-77.109259",washington,
90006,PROVIDENCE HOSPITAL,1150 VARNUM ST NE,DC,20017,"38.943764,-76.991573",washington,
90008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,DC,20032,"38.835939,-76.984994",washington,
90011,WASHINGTON HOSPITAL CENTER,110 IRVING ST NW,DC,20010,"38.9295,-77.014498",washington,
100001,SHANDS JACKSONVILLE MEDICAL CENTER,655 W 8TH ST,FL,32209,"30.348817,-81.664586",duval,
100002,BETHESDA MEMORIAL HOSPITAL,2815 S SEACREST BLVD,FL,33435,"26.504757,-80.070382",palm beach,
100006,ORLANDO HEALTH,1414 S KUHL AVE,FL,32806,"28.525762,-81.377357",orange,
100007,FLORIDA HOSPITAL,601 E ROLLINS ST,FL,32803,"28.57447,-81.369541",orange,
100008,BAPTIST HOSPITAL OF MIAMI INC,8900 N KENDALL DR,FL,33176,"25.683093,-80.340329",miami-dade,
100009,UNIVERSITY OF MIAMI HOSPITAL,1400 NW 12TH AVE,FL,33136,"25.788621,-80.215864",miami-dade,
100012,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FL,33901,"26.628213,-81.874341",lee,
100014,BERT FISH MEDICAL CENTER,401 PALMETTO ST,FL,32170,"29.020563,-80.921917",volusia,
100017,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,FL,32114,"29.200445,-81.054722",volusia,
100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,FL,34102,"26.150347,-81.798747",collier,
100019,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,FL,32901,"28.088069,-80.614393",brevard,
100022,JACKSON MEMORIAL HOSPITAL,1611 NW 12TH AVE,FL,33136,"25.791799,-80.212638",miami-dade,
100023,CITRUS MEMORIAL HOSPITAL,502 HIGHLAND BLVD,FL,34452,"28.833402,-82.335967",citrus,
100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,FL,32504,"30.47601,-87.212949",escambia,
100026,BAY MEDICAL CENTER,615 N BONITA AVE,FL,32401,"30.159664,-85.648624",Bay,
100028,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,FL,32796,"28.630807,-80.824087",brevard,
100029,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,FL,33150,"25.860163,-80.214217",miami-dade,
100030,HEALTH CENTRAL,10000 W COLONIAL DR,FL,34761,"28.549928,-81.527863",orange,
100032,BAYFRONT MEDICAL CENTER INC,701 6TH ST S,FL,33701,"27.763198,-82.642692",pinellas,
100034,MOUNT SINAI MEDICAL CENTER,4300 ALTON RD,FL,33140,"25.813295,-80.140137",miami-dade,
100035,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,FL,34208,"27.497327,-82.562227",manatee,
100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,FL,33021,"26.018917,-80.179721",broward,
100039,BROWARD HEALTH BROWARD GENERAL MEDICAL CENTER,1600 S ANDREWS AVE,FL,33316,"26.102224,-80.14078",broward,
100040,ST VINCENT'S MEDICAL CENTER,1 SHIRCLIFF WAY,FL,32204,"30.307202,-81.689871",duval,
100043,MEASE HOSPITAL DUNEDIN,601 MAIN STREET,FL,34698,"28.013664,-82.782728",pinellas,
100044,MARTIN MEMORIAL MEDICAL CENTER,200 SE HOSPITAL AVE,FL,34995,"27.198971,-80.243547",martin,
100045,FLORIDA HOSPITAL DELAND,701 W PLYMOUTH AVE,FL,32720,"29.043852,-81.317474",volusia,
100046,FLORIDA HOSPITAL ZEPHYRHILLS,7050 GALL BLVD,FL,33541,"28.26093,-82.188015",pasco,
100047,CHARLOTTE REGIONAL MEDICAL CENTER,809 E MARION AVE,FL,33950,"26.940992,-82.040058",charlotte,
100048,JAY HOSPITAL,14114 ALABAMA ST,FL,32565,"30.950148,-87.150953",santa rosa,
100049,HIGHLANDS REGIONAL MEDICAL CENTER,3600 S HIGHLANDS AVE,FL,33870,"27.465688,-81.432977",highlands,
100050,PALM SPRINGS GENERAL HOSPITAL,1475 W 49TH ST,FL,33012,"25.868555,-80.312223",miami-dade,
100051,SOUTH LAKE HOSPITAL,1900 DON WICKHAM DR,FL,34711,"28.552044,-81.720865",lake,
100052,WINTER HAVEN HOSPITAL,200 AVE F NE,FL,33881,"28.027677,-81.724656",polk,
100053,HIALEAH HOSPITAL,651 E 25TH ST,FL,33013,"25.845492,-80.268924",miami-dade,
100054,TWIN CITIES HOSPITAL,2190 HWY 85 N,FL,32578,"30.533544,-86.495585",okaloosa,
100055,HELEN ELLIS MEMORIAL HOSPITAL,1395 S PINELLAS AVE,FL,34689,"28.132767,-82.757596",pinellas,
100057,FLORIDA HOSPITAL WATERMAN,1000 WATERMAN WAY,FL,32778,"28.823794,-81.714703",lake,
100061,MERCY HOSPITAL INC,3663 S MIAMI AVE,FL,33133,"25.742182,-80.217949",miami-dade,
100062,MUNROE REGIONAL MEDICAL CENTER,1500 SW 1ST AVE,FL,34474,"29.175388,-82.138785",marion,
100063,MORTON PLANT NORTH BAY HOSPITAL,6600 MADISON STREET,FL,34652,"28.254315,-82.714474",pasco,
100067,ST ANTHONY'S HOSPITAL,1200 7TH AVENUE NORTH,FL,33705,"27.778603,-82.650757",pinellas,
100068,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,301 MEMORIAL MEDICAL PARKWAY,FL,32117,"29.243217,-81.107549",volusia,
100069,FLORIDA HOSPITAL CARROLLWOOD,7171 NORTH DALE MABRY,FL,33614,"28.013608,-82.503801",hillsborough,
100070,VENICE REGIONAL MEDICAL CENTER,540 THE RIALTO,FL,34285,"27.090536,-82.444912",sarasota,
100071,BROOKSVILLE REGIONAL HOSPITAL,17240 CORTEZ BLVD,FL,34601,"28.5385,-82.443039",hernando,
100072,FLORIDA HOSPITAL FISH MEMORIAL,1055 SAXON BLVD,FL,32763,"28.914028,-81.284804",volusia,
100073,HOLY CROSS HOSPITAL INC,4725 N FEDERAL HWY,FL,33308,"26.187144,-80.119931",broward,
100075,ST JOSEPH'S HOSPITAL,3001 W MARTIN LUTHER KING JR BLVD,FL,33677,"27.981465,-82.489955",hillsborough,
100076,METROPOLITAN HOSPITAL OF MIAMI,5959 NW 7TH ST,FL,33126,"25.778479,-80.293602",miami-dade,
100077,PEACE RIVER REGIONAL MEDICAL CENTER,2500 HARBOR BLVD,FL,33952,"26.989051,-82.095594",charlotte,
100080,JFK MEDICAL CENTER,5301 S CONGRESS AVE,FL,33462,"26.598605,-80.091539",palm beach,
100081,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,FL,32435,"30.659952,-86.117635",walton,
100084,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,FL,34748,"28.808095,-81.868318",lake,
100086,BROWARD HEALTH NORTH BROWARD MEDICAL CENTER,201 E SAMPLE RD,FL,33064,"26.276929,-80.121475",broward,
100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,FL,34239,"27.318256,-82.531199",sarasota,
100088,BAPTIST MEDICAL CENTER,800 PRUDENTIAL DR,FL,32207,"30.315725,-81.663665",duval,
100090,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,FL,32086,"29.863221,-81.31736",st johns,
100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,110 LONGWOOD AVE,FL,32955,"28.335224,-80.723195",brevard,
100093,BAPTIST HOSPITAL,1000 W MORENO ST,FL,32501,"30.429432,-87.231281",Escambia,
100099,LAKE WALES MEDICAL CENTER,410 S 11TH ST,FL,33853,"27.895852,-81.565518",polk,
100102,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,FL,32055,"30.193071,-82.632599",columbia,
100105,INDIAN RIVER MEDICAL CENTER,1000 36TH ST,FL,32960,"27.65853,-80.394331",indian river,
100106,DOCTOR'S MEMORIAL HOSPITAL INC,333 N BYRON BUTLER PKWY,FL,32348,"30.120148,-83.593086",taylor,
100107,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,FL,33936,"26.615872,-81.659483",lee,
100109,FLORIDA HOSPITAL HEARTLAND MEDICAL CENTER,4200 SUN N' LAKE BLVD,FL,33871,"27.539159,-81.509959",highlands,
100110,OSCEOLA REGIONAL MEDICAL CENTER,700 WEST OAK STREET,FL,34741,"28.299623,-81.409733",osceola,
100113,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,FL,32610,"29.639953,-82.342674",alachua,
100117,BAPTIST MEDICAL CENTER  BEACHES,1350 13TH AVE S,FL,32250,"30.273744,-81.398298",duval,
100118,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,FL,32164,"29.47918,-81.189432",flagler,
100121,BARTOW REGIONAL MEDICAL CENTER,2200 OSPREY BLVD,FL,33831,"27.91798,-81.844025",polk,
100122,NORTH OKALOOSA MEDICAL CENTER,151 REDSTONE AVE SE,FL,32539,"30.735628,-86.562169",okaloosa,
100124,SANTA ROSA MEDICAL CENTER,6002 BERRYHILL RD,FL,32570,"30.634415,-87.066954",santa rosa,
100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,FL,33033,"25.479227,-80.430475",miami-dade,
100126,PALMS OF PASADENA HOSPITAL,1501 PASADENA AVE SOUTH,FL,33707,"27.7528,-82.739575",Pinellas,
100127,MORTON PLANT HOSPITAL,300 PINELLAS ST,FL,33756,"27.953082,-82.803824",pinellas,
100128,TAMPA GENERAL HOSPITAL,1 TAMPA GENERAL CIRCLE,FL,33606,"27.938158,-82.459099",Hillsborough,
100130,LAKESIDE MEDICAL CENTER,39200 HOOKER HWY,FL,33430,"26.72419,-80.671271",palm beach,
100131,AVENTURA HOSPITAL AND MEDICAL CENTER,20900 BISCAYNE BLVD,FL,33180,"25.96994,-80.14533",broward,
100132,SOUTH FLORIDA BAPTIST HOSPITAL,301 N ALEXANDER ST,FL,33563,"28.015628,-82.138727",hillsborough,
100135,TALLAHASSEE MEMORIAL HEALTHCARE,1300 MICCOSUKEE RD,FL,32308,"30.456681,-84.261652",leon,
100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N,FL,33837,"28.181493,-81.641878",polk,
100139,TRI COUNTY HOSPITAL - WILLISTON,125 SW 7TH ST,FL,32696,"29.383637,-82.454997",levy,
100140,BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FL,32034,"30.65306,-81.448631",Nassau,
100142,JACKSON HOSPITAL,4250 HOSPITAL DR,FL,32446,"30.786751,-85.241891",jackson,
100150,LOWER KEYS MEDICAL CENTER,5900 COLLEGE ROAD,FL,33040,"24.580906,-81.742591",Monroe,
100151,MAYO CLINIC,4500 SAN PABLO RD,FL,32224,"30.284499,-81.437629",duval,
100154,SOUTH MIAMI HOSPITAL INC,6200 SW 73RD ST,FL,33143,"25.703456,-80.293775",miami-dade,
100156,LAKE CITY MEDICAL CENTER,340 NW COMMERCE DR,FL,32055,"30.184352,-82.686329",columbia,
100157,LAKELAND REGIONAL MEDICAL CENTER,1324 LAKELAND HILLS BLVD,FL,33805,"28.06069,-81.954691",polk,
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,FL,32771,"28.814621,-81.283635",seminole,
100166,DOCTORS HOSPITAL OF SARASOTA,5731 BEE RIDGE RD,FL,34233,"27.301937,-82.453062",sarasota,
100167,PLANTATION GENERAL HOSPITAL,401 NW 42ND AVE,FL,33317,"26.126466,-80.205193",broward,
100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,FL,33486,"26.358767,-80.101737",palm beach,
100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,FL,33613,"28.071416,-82.423589",hillsborough,
100175,DESOTO MEMORIAL HOSPITAL,900 N ROBERT AVE,FL,34265,"27.227475,-81.850812",de soto,
100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,FL,33410,"26.829477,-80.086644",palm beach,
100177,CAPE CANAVERAL HOSPITAL,701 W COCOA BEACH CAUSEWAY,FL,32932,"28.360054,-80.623092",Brevard,
100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,FL,32216,"30.287847,-81.601164",duval,
100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,FL,33710,"27.805392,-82.726757",pinellas,
100181,LARKIN COMMUNITY HOSPITAL,7031 SW 62ND AVE,FL,33143,"25.705566,-80.293099",miami-dade,
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,FL,33134,"25.743508,-80.25477",miami-dade,
100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,FL,33016,"25.884765,-80.32852",miami-dade,
100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,FL,33063,"26.263101,-80.202949",broward,
100191,MEDICAL CENTER OF TRINITY,9330 SR 54,FL,34655,"28.203797,-82.659827",pasco,
100200,BROWARD HEALTH IMPERIAL POINT MEDICAL CENTER,6401 N FEDERAL HWY,FL,33308,"26.20678,-80.110875",broward,
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,FL,32605,"29.660304,-82.411572",alachua,
100206,MEMORIAL HOSPITAL OF TAMPA,2901 SWANN AVE,FL,33609,"27.938046,-82.489825",hillsborough,
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,FL,33175,"25.731948,-80.385769",miami-dade,
100211,PASCO REGIONAL MEDICAL CENTER,13100 FT KING ROAD,FL,33525,"28.348055,-82.199629",pasco,
100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,FL,34478,"29.175504,-82.136852",marion,
100213,BLAKE MEDICAL CENTER,2020 59TH ST W,FL,34209,"27.482243,-82.623365",manatee,
100217,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,FL,32978,"27.843624,-80.488915",brevard,
100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTOR'S WAY,FL,33912,"26.544176,-81.850415",lee,
100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FL,32547,"30.454478,-86.633621",okaloosa,
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,FL,33321,"26.21211,-80.254448",broward,
100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,FL,32073,"30.165964,-81.737623",clay,
100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,FL,33324,"26.123543,-80.259512",broward,
100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,FL,33024,"26.029673,-80.245661",broward,
100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,FL,32514,"30.51537,-87.218757",escambia,
100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,FL,32177,"29.644807,-81.694311",putnam,
100234,COLUMBIA HOSPITAL,2201 45TH ST,FL,33407,"26.761937,-80.087612",palm beach,
100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,FL,33952,"26.988881,-82.098852",charlotte,
100238,NORTHSIDE HOSPITAL,6000 49TH STREET N,FL,33709,"27.825652,-82.702707",pinellas,
100239,EDWARD WHITE HOSPITAL,2323 9TH AVE N,FL,33713,"27.781231,-82.665041",pinellas,
100242,GULF COAST MEDICAL CENTER,449 W 23RD ST,FL,32405,"30.186569,-85.665132",bay,
100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,FL,33511,"27.932748,-82.287386",hillsborough,
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,FL,33990,"26.639438,-81.943245",lee,
100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FL,34950,"27.431963,-80.345928",st lucie,
100248,LARGO MEDICAL CENTER,201 14TH ST SW,FL,33770,"27.915015,-82.803637",pinellas,
100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,FL,34428,"28.951835,-82.624479",citrus,
100252,RAULERSON HOSPITAL,1796 HWY 441 NORTH,FL,34972,"27.259828,-80.828549",okeechobee,
100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,FL,33458,"26.922586,-80.096467",palm beach,
100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,FL,32308,"30.475977,-84.231882",leon,
100255,TOWN & COUNTRY HOSPITAL,6001 WEBB RD,FL,33615,"28.00269,-82.574123",hillsborough,
100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY ROAD,FL,34667,"28.36125,-82.688183",pasco,
100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,FL,33484,"26.437016,-80.127818",palm beach,
100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,FL,33573,"27.713706,-82.365324",hillsborough,
100260,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,FL,34952,"27.288607,-80.294079",st lucie,
100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,FL,34613,"28.536655,-82.53499",hernando,
100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,FL,34695,"28.038784,-82.707772",pinellas,
100266,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,FL,32561,"30.361068,-87.157023",Santa Rosa,
100267,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,FL,34223,"26.950108,-82.326556",sarasota,
100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,FL,33428,"26.354521,-80.203255",palm beach,
100269,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,FL,33470,"26.684219,-80.252035",palm beach,
100275,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,FL,33414,"26.652059,-80.205215",palm beach,
100276,CORAL SPRINGS MEDICAL CENTER,3000 CORAL HILLS DR,FL,33065,"26.26881,-80.255636",broward,
100277,DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,FL,33137,"25.822868,-80.192432",Miami-Dade,
100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,FL,33028,"26.014047,-80.309676",broward,
100284,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVE,FL,33155,"25.747434,-80.317674",miami-dade,
100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,FL,33029,"25.990887,-80.372839",broward,
100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,FL,34119,"26.213832,-81.732588",collier,
100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,FL,33401,"26.725153,-80.051889",palm beach,
100288,ST MARY'S MEDICAL CENTER,901 45TH ST,FL,33407,"26.753223,-80.062856",palm beach,
100289,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,FL,33331,"26.081552,-80.364495",broward,
100290,VILLAGES REGIONAL HOSPITAL THE,1451 EL CAMINO REAL,FL,32159,"28.950209,-81.958265",sumter,
100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 NORTH WICKHAM ROAD,FL,32935,"28.109222,-80.674222",brevard,
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,7800 US HWY 98 W,FL,32550,"30.378368,-86.306956",Walton,
100296,DOCTORS HOSPITAL INC,5000 UNIVERSITY DR,FL,33146,"25.724294,-80.274221",miami-dade,
100299,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BOULEVARD,FL,34202,"27.390913,-82.435731",manatee,
100302,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,FL,34769,"28.243114,-81.302787",osceola,
100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,FL,32216,"30.253778,-81.582675",duval,
100313,SACRED HEART HOSPITAL ON THE GULF,3801 E HWY 98,FL,32456,"29.778884,-85.288207",gulf,
100314,WEST KENDALL BAPTIST HOSPITAL,9555 SW 162 AVE,FL,33196,"25.678552,-80.455963",miami-dade,
100315,VIERA HOSPITAL,8745 N WICKHAM RD,FL,32940,"28.228301,-80.729367",brevard,
100316,PALM BAY HOSPITAL,1425 MALABAR RD NE,FL,32907,"27.998389,-80.612712",brevard,
110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,GA,30720,"34.789687,-84.984742",whitfield,
110002,UPSON REGIONAL MEDICAL CENTER,801 W GORDON STREET,GA,30286,"32.887204,-84.333928",upson,
110003,SATILLA REGIONAL MEDICAL CENTER,410 DARLING AVENUE,GA,31501,"31.225146,-82.348997",ware,
110004,HUTCHESON MEDICAL CENTER,100 GROSS CRESCENT,GA,30742,"34.946695,-85.26373",catoosa,
110005,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,GA,30041,"34.178669,-84.140388",forsyth,
110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,GA,30606,"33.947691,-83.405571",clarke,
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,GA,31703,"31.590124,-84.157644",dougherty,
110008,NORTHSIDE HOSPITAL CHEROKEE,201 HOSPITAL ROAD,GA,30114,"34.245377,-84.49038",cherokee,
110010,EMORY UNIVERSITY HOSPITAL,1364 CLIFTON ROAD NE,GA,30322,"33.792112,-84.32216",de kalb,
110011,TANNER MEDICAL CENTER - CARROLLTON,705 DIXIE STREET,GA,30117,"33.569779,-85.074428",carroll,
110015,TANNER MEDICAL CENTER VILLA RICA,601 DALLAS HIGHWAY,GA,30180,"33.744425,-84.916771",carroll,
110016,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,GA,30240,"33.032552,-85.058602",troup,
110018,NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,GA,30014,"33.60131,-83.848046",newton,
110023,GORDON HOSPITAL,1035 RED BUD ROAD,GA,30701,"34.510132,-84.926288",gordon,
110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,GA,31412,"32.027973,-81.100208",chatham,
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,GA,31520,"31.175415,-81.484486",glynn,
110026,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,GA,30635,"34.112697,-82.87513",elbert,
110027,COBB MEMORIAL HOSPITAL,577 FRANKLIN SPRINGS STREET,GA,30662,"34.284944,-83.119766",franklin,
110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,GA,30901,"33.47072,-81.983072",richmond,
110029,NORTHEAST GEORGIA MEDICAL CENTER INC,743 SPRING STREET,GA,30501,"34.304222,-83.817236",hall,
110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,GA,30120,"34.200793,-84.795313",bartow,
110031,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GA,30223,"33.240038,-84.265746",spalding,
110032,STEPHENS COUNTY HOSPITAL,163 HOSPITAL DRIVE,GA,30577,"34.593688,-83.348047",stephens,
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,GA,30912,"33.470624,-81.989915",richmond,
110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,GA,30060,"33.969587,-84.551606",cobb,
110036,MEMORIAL HEALTH UNIV MED CEN INC,4700 WATERS AVENUE,GA,31403,"32.029986,-81.089485",chatham,
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,GA,31792,"30.826144,-83.973932",thomas,
110039,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,GA,30904,"33.465676,-82.018268",richmond,
110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,GA,30529,"34.218775,-83.469121",jackson,
110041,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH,GA,30535,"34.581044,-83.537089",habersham,
110042,WELLSTAR PAULDING HOSPITAL,600 W MEMORIAL DR,GA,30132,"33.91935,-84.852613",paulding,
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,GA,31419,"31.98515,-81.154752",chatham,
110044,PHOEBE SUMTER MEDICAL CENTER,126 HIGHWAY 280 W,GA,31719,"32.066664,-84.255493",sumter,
110045,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,GA,30680,"34.008041,-83.707706",barrow,
110046,WALTON REGIONAL MEDICAL CENTER,330 ALCOVY STREET,GA,30655,"33.78334,-83.717082",walton,
110050,MURRAY MEDICAL CENTER,707 OLD DALTON ELLIJAY ROAD PO BOX 1406,GA,30705,"34.779954,-84.783154",murray,
110051,UNION GENERAL HOSPITAL,35 HOSPITAL ROAD,GA,30512,"34.885954,-83.962458",union,
110054,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,GA,30162,"34.259507,-85.178827",floyd,
110059,HART COUNTY HOSPITAL,138 W GIBSON STREET P O BOX 280,GA,30643,"34.346948,-82.939064",hart,
110064,MEDICAL CENTER THE,710 CENTER ST BOX 951,GA,31901,"32.480359,-84.981775",muscogee,
110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,GA,31093,"32.616752,-83.630654",houston,
110071,APPLING HOSPITAL,163 E TOLLISON STREET,GA,31513,"31.76996,-82.350142",appling,
110073,DORMINY MEDICAL CENTER,200 PERRY HOUSE ROAD BOX 1447,GA,31750,"31.697931,-83.260302",ben hill,
