Provider Id,Provider Name,Provider City,Provider State,County,povertyrate,Weighted Poverty Rate(r=50),WtedCharge,Latitude,Longitude
100289,CLEVELAND CLINIC HOSPITAL,WESTON,FL,broward,14.9,16.765780695186585,0.828687366,26.081552,-80.364495
100290,"VILLAGES REGIONAL HOSPITAL, THE",THE VILLAGES,FL,sumter,14.5,16.943455063882418,0.845680173,28.950209,-81.958265
100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,MELBOURNE,FL,brevard,14.2,15.451186350738618,0.868357227,28.109222,-80.674222
100292,SACRED HEART HOSPITAL ON THE EMERALD COAST,MIRAMAR BEACH,FL,walton,14.3,17.237440355826113,1.06790578,30.378368,-86.306956
100296,DOCTORS HOSPITAL INC,CORAL GABLES,FL,miami-dade,20.9,18.281026479569444,2.293363131,25.724294,-80.274221
100299,LAKEWOOD RANCH MEDICAL CENTER,BRADENTON,FL,manatee,15.9,19.26765342999168,1.004959474,27.390913,-82.435731
100302,ST CLOUD REGIONAL MEDICAL CENTER,SAINT CLOUD,FL,osceola,16,15.622271420002162,1.223456882,28.243114,-81.302787
100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,JACKSONVILLE,FL,duval,17.7,18.9516759275644,0.953279529,30.253778,-81.582675
100313,SACRED HEART HOSPITAL ON THE GULF,PORT SAINT JOE,FL,gulf,23.2,21.921269512761924,0.583338982,29.778884,-85.288207
100314,WEST KENDALL BAPTIST HOSPITAL,MIAMI,FL,miami-dade,20.9,19.206066080091478,2.072383037,25.678552,-80.455963
100315,VIERA HOSPITAL,VIERA,FL,brevard,14.2,14.860640365185176,0.987850132,28.228301,-80.729367
100316,PALM BAY HOSPITAL,PALM BAY,FL,brevard,14.2,16.917052476529108,1.04469744,27.998389,-80.612712
110001,HAMILTON MEDICAL CENTER,DALTON,GA,whitfield,17.8,19.058732494177292,0.762699568,34.789687,-84.984742
110002,UPSON REGIONAL MEDICAL CENTER,THOMASTON,GA,upson,22,20.007640020755602,0.638875354,32.887204,-84.333928
110003,SATILLA REGIONAL MEDICAL CENTER,WAYCROSS,GA,ware,27.2,24.626294664987533,0.689551736,31.225146,-82.348997
110004,HUTCHESON MEDICAL CENTER,FORT OGLETHORPE,GA,catoosa,14.4,20.596010434842487,0.724198822,34.946695,-85.26373
110005,NORTHSIDE HOSPITAL FORSYTH,CUMMING,GA,forsyth,8,17.39944308435132,1.225748477,34.178669,-84.140388
110006,ST MARY'S HOSPITAL,ATHENS,GA,clarke,39.2,19.551032530679908,0.799048316,33.947691,-83.405571
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,ALBANY,GA,dougherty,31,28.945139359065664,0.785767564,31.590124,-84.157644
110008,NORTHSIDE HOSPITAL CHEROKEE,CANTON,GA,cherokee,9.6,17.80381000250303,1.164040177,34.245377,-84.49038
110010,EMORY UNIVERSITY HOSPITAL,ATLANTA,GA,de kalb,19.8,16.465129368376772,0.801357697,33.792112,-84.32216
110011,TANNER MEDICAL CENTER - CARROLLTON,CARROLLTON,GA,carroll,19.5,19.500941373199414,0.718785255,33.569779,-85.074428
110015,TANNER MEDICAL CENTER VILLA RICA,VILLA RICA,GA,carroll,19.5,18.533941305777216,0.586998185,33.744425,-84.916771
110016,WEST GEORGIA MEDICAL CENTER,LAGRANGE,GA,troup,22.4,19.508537999715877,0.639802304,33.032552,-85.058602
110018,NEWTON MEDICAL CENTER,COVINGTON,GA,newton,18.5,17.64168873668396,0.580730018,33.60131,-83.848046
110023,GORDON HOSPITAL,CALHOUN,GA,gordon,18.6,17.595717469533756,0.922984956,34.510132,-84.926288
110024,CANDLER HOSPITAL,SAVANNAH,GA,chatham,22.5,20.67715227156143,0.920775767,32.027973,-81.100208
110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,glynn,19.6,20.851812824773102,0.782021654,31.175415,-81.484486
110026,ELBERT MEMORIAL HOSPITAL,ELBERTON,GA,elbert,23.3,22.087729199256685,0.456758899,34.112697,-82.87513
110027,COBB MEMORIAL HOSPITAL,ROYSTON,GA,franklin,22.5,20.20078547589988,0.429640373,34.284944,-83.119766
110028,UNIVERSITY HOSPITAL,AUGUSTA,GA,richmond,25.2,24.076756949736513,0.74380106,33.47072,-81.983072
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,hall,17.8,18.196602009510958,0.881833322,34.304222,-83.817236
110030,CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,GA,bartow,19.1,17.75714823819044,1.427806342,34.200793,-84.795313
110031,SPALDING REGIONAL MEDICAL CENTER,GRIFFIN,GA,spalding,23.4,18.669973491860684,1.226768212,33.240038,-84.265746
110032,STEPHENS COUNTY HOSPITAL,TOCCOA,GA,stephens,22.7,19.81199373770266,0.698440996,34.593688,-83.348047
110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,AUGUSTA,GA,richmond,25.2,24.075492691524698,0.852826239,33.470624,-81.989915
110035,WELLSTAR KENNESTONE HOSPITAL,MARIETTA,GA,cobb,13.2,16.260259612952858,0.984507784,33.969587,-84.551606
110036,"MEMORIAL HEALTH UNIV MED CEN, INC",SAVANNAH,GA,chatham,22.5,20.676427428627495,0.805222438,32.029986,-81.089485
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,THOMASVILLE,GA,thomas,26.3,26.986372057883337,0.73229941,30.826144,-83.973932
110039,TRINITY HOSPITAL OF AUGUSTA,AUGUSTA,GA,richmond,25.2,24.03491270526461,0.80095267,33.465676,-82.018268
110040,NORTHRIDGE MEDICAL CENTER,COMMERCE,GA,jackson,15.6,18.847722631406498,0.524294936,34.218775,-83.469121
110041,HABERSHAM COUNTY MEDICAL CTR,DEMOREST,GA,habersham,18.8,19.29108794057339,0.426246512,34.581044,-83.537089
110042,WELLSTAR PAULDING HOSPITAL,DALLAS,GA,paulding,11.8,17.358839498830903,0.83959495,33.91935,-84.852613
110043,ST JOSEPH'S HOSPITAL - SAVANNAH,SAVANNAH,GA,chatham,22.5,20.683784334208084,0.909763576,31.98515,-81.154752
110044,PHOEBE SUMTER MEDICAL CENTER,AMERICUS,GA,sumter,28.9,26.736487683436152,0.627909801,32.066664,-84.255493
110045,BARROW REGIONAL MEDICAL CENTER,WINDER,GA,barrow,15.6,18.11523946686523,0.886088758,34.008041,-83.707706
110046,WALTON REGIONAL MEDICAL CENTER,MONROE,GA,walton,15.3,17.96803459352482,0.735750366,33.78334,-83.717082
110050,MURRAY MEDICAL CENTER,CHATSWORTH,GA,murray,24.8,19.05064565514251,0.57580056,34.779954,-84.783154
110051,UNION GENERAL HOSPITAL,BLAIRSVILLE,GA,union,18.4,19.045391262256306,0.405848451,34.885954,-83.962458
110054,FLOYD MEDICAL CENTER,ROME,GA,floyd,20.6,18.479476935194494,0.941413978,34.259507,-85.178827
110059,HART COUNTY HOSPITAL,HARTWELL,GA,hart,21.3,20.64658369912886,0.459970092,34.346948,-82.939064
110064,"MEDICAL CENTER, THE",COLUMBUS,GA,muscogee,19.8,23.3302503380809,0.823230656,32.480359,-84.981775
110069,HOUSTON MEDICAL CENTER,WARNER ROBINS,GA,houston,14.3,22.79562484554761,0.694088753,32.616752,-83.630654
110071,APPLING HOSPITAL,BAXLEY,GA,appling,21.1,27.676094696794113,0.595098644,31.76996,-82.350142
110073,DORMINY MEDICAL CENTER,FITZGERALD,GA,ben hill,29.4,28.47488092272133,0.529946573,31.697931,-83.260302
110074,ATHENS REGIONAL MEDICAL CENTER,ATHENS,GA,clarke,39.2,19.55264336257687,0.793800757,33.961136,-83.398276
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,STATESBORO,GA,bulloch,31,26.68323656982116,0.939796375,32.414409,-81.770256
110076,DEKALB MEDICAL CENTER,DECATUR,GA,de kalb,19.8,15.927289282661892,0.6685351,33.790784,-84.282827
110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,ATLANTA,GA,fulton,20,16.607517612084212,0.713755489,33.768557,-84.386425
110079,GRADY MEMORIAL HOSPITAL,ATLANTA,GA,fulton,20,16.56529428316942,0.809316726,33.751671,-84.382079
110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",ATLANTA,GA,de kalb,19.8,16.47951648621646,0.789738711,33.908526,-84.349578
110083,PIEDMONT HOSPITAL,ATLANTA,GA,fulton,20,16.43717861102137,0.960296194,33.838235,-84.380897
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,SANDERSVILLE,GA,washington,26.1,25.426537252997072,0.490220228,32.99578,-82.804252
110087,GWINNETT MEDICAL CENTER,LAWRENCEVILLE,GA,gwinnett,15.7,16.779088681133647,0.702518872,33.963508,-84.017687
110089,COFFEE REGIONAL MEDICAL CENTER,DOUGLAS,GA,coffee,27.9,27.75795011005551,0.66230064,31.509602,-82.863455
110091,ROCKDALE MEDICAL CENTER,CONYERS,GA,rockdale,15.5,17.217515133701173,0.755808403,33.680723,-84.002
110092,DODGE COUNTY HOSPITAL,EASTMAN,GA,dodge,27.4,27.291378835322032,0.530531483,32.185589,-83.178845
110095,TIFT REGIONAL MEDICAL CENTER,TIFTON,GA,tift,26.4,27.932444457492277,0.837415603,31.471582,-83.491372
110100,JEFFERSON HOSPITAL,LOUISVILLE,GA,jefferson,30.7,26.51345595729914,0.386023159,33.00924,-82.404424
110101,MEMORIAL HOSPITAL OF ADEL INC,ADEL,GA,cook,27.8,27.35786688273959,0.422579433,31.143918,-83.424795
110104,CRISP REGIONAL HOSPITAL,CORDELE,GA,crisp,32.5,26.64134882058993,0.528464036,31.976828,-83.78282
110105,COLQUITT REGIONAL MEDICAL CENTER,MOULTRIE,GA,colquitt,28.9,27.21373048181072,0.527470899,31.125842,-83.780401
110107,MEDICAL CENTER OF CENTRAL GEORGIA,MACON,GA,bibb,25.4,22.577290603595188,0.820305472,32.833881,-83.635319
110109,EMANUEL MEDICAL CENTER,SWAINSBORO,GA,emanuel,28.8,28.743869835895648,0.548094609,32.592759,-82.347172
110111,MCDUFFIE REGIONAL MEDICAL CENTER,THOMSON,GA,mcduffie,23.1,23.890985762913058,0.589010758,33.462999,-82.491947
110112,BERRIEN COUNTY HOSPITAL,NASHVILLE,GA,berrien,24,27.733939089977575,0.65923218,31.203411,-83.238353
110113,BURKE MEDICAL CENTER,WAYNESBORO,GA,burke,31,26.170761570352706,0.402304984,33.083334,-82.011564
110115,ATLANTA MEDICAL CENTER,ATLANTA,GA,fulton,20,16.607856916720035,1.768628356,33.762907,-84.372961
110121,GRADY GENERAL HOSPITAL,CAIRO,GA,grady,28.4,27.263850201796508,0.643787601,30.863579,-84.200323
110122,SOUTH GEORGIA MEDICAL CENTER,VALDOSTA,GA,lowndes,27.1,26.720432798296013,0.688955302,30.862019,-83.286238
110124,WAYNE MEMORIAL HOSPITAL,JESUP,GA,wayne,23.9,23.315994965494404,0.522930365,31.60197,-81.891852
110125,FAIRVIEW PARK HOSPITAL,DUBLIN,GA,laurens,24.9,26.56434172703626,1.066728467,32.53229,-82.950477
110128,MEADOWS REGIONAL MEDICAL CENTER,VIDALIA,GA,toombs,26.1,29.116330871403832,0.789078278,32.209035,-82.375852
110129,"ST FRANCIS HOSPITAL, INC",COLUMBUS,GA,muscogee,19.8,23.322810262701545,0.610930916,32.505724,-84.960145
110132,MEMORIAL HOSPITAL AND MANOR,BAINBRIDGE,GA,decatur,31.9,27.60858550948244,0.563836126,30.902947,-84.552236
110135,TAYLOR REGIONAL HOSPITAL,HAWKINSVILLE,GA,oconee,8.8,20.80793340079941,0.504081175,33.739485,-83.429082
110142,EVANS MEMORIAL HOSPITAL,CLAXTON,GA,evans,28.4,26.014681374840592,0.60884579,32.166191,-81.898773
110143,WELLSTAR COBB HOSPITAL,AUSTELL,GA,cobb,13.2,17.041376076847463,0.943655641,33.856383,-84.604463
110146,SOUTHEAST GEORGIA HEALTH SYSTEM- CAMDEN CAMPUS,SAINT MARYS,GA,camden,14.7,19.704386330609967,0.801228813,30.780825,-81.614525
110150,OCONEE REGIONAL MEDICAL CENTER,MILLEDGEVILLE,GA,baldwin,29.2,23.321348726546947,0.789571535,33.089683,-83.245393
110153,PERRY HOSPITAL,PERRY,GA,houston,14.3,23.949036108776156,0.654403235,32.45961,-83.709672
110161,NORTHSIDE HOSPITAL,ATLANTA,GA,fulton,20,16.479560741232568,1.65262739,33.909188,-84.354051
110163,PHOEBE NORTH,ALBANY,GA,dougherty,31,28.94464468808016,0.981161441,31.606624,-84.169543
110164,COLISEUM MEDICAL CENTER,MACON,GA,bibb,25.4,22.577388715546327,0.948384086,32.847257,-83.617929
110165,SOUTHERN REGIONAL MEDICAL CENTER,RIVERDALE,GA,clayton,25.2,17.272845441364343,0.865509776,33.579383,-84.389673
110168,REDMOND REGIONAL MEDICAL CENTER,ROME,GA,floyd,20.6,18.48126623456924,0.893030882,34.277041,-85.194965
110177,DOCTORS HOSPITAL,AUGUSTA,GA,richmond,25.2,23.445958070376488,1.399218675,33.48297,-82.090157
110183,EMORY-ADVENTIST HOSPITAL,SMYRNA,GA,cobb,13.2,16.316783348793738,0.813351809,33.857702,-84.515418
110184,WELLSTAR DOUGLAS HOSPITAL,DOUGLASVILLE,GA,douglas,16.2,17.52133854989768,0.940689557,33.739384,-84.731108
110186,DOCTORS HOSPITAL,COLUMBUS,GA,muscogee,19.8,23.330537032907362,1.399218675,32.48015,-84.984618
110187,CHESTATEE REGIONAL HOSPITAL,DAHLONEGA,GA,lumpkin,18,18.41907070128065,0.621276107,34.522791,-83.975617
110189,FANNIN REGIONAL HOSPITAL,BLUE RIDGE,GA,fannin,21.5,18.924696419219497,1.076004115,34.91756,-84.374543
110190,FLINT RIVER HOSPITAL,MONTEZUMA,GA,macon,28.5,25.05172203208058,0.422516197,32.294911,-84.030951
110191,"HENRY MEDICAL CENTER, INC",STOCKBRIDGE,GA,henry,13,17.26906335060195,0.820248669,33.510351,-84.227174
110192,EMORY EASTSIDE MEDICAL CENTER,SNELLVILLE,GA,gwinnett,15.7,17.025507590245862,1.162520273,33.877562,-84.021847
110194,DONALSONVILLE HOSPITAL INC,DONALSONVILLE,GA,seminole,28.6,27.424500652125055,0.778666288,31.0514,-84.881115
110198,NORTH FULTON REGIONAL HOSPITAL,ROSWELL,GA,fulton,20,16.3190532161147,2.058705022,34.063173,-84.319894
110200,HUGHSTON HOSPITAL,COLUMBUS,GA,muscogee,19.8,23.316134125959717,0.900089785,32.534523,-84.951166
110201,COLISEUM NORTHSIDE HOSPITAL,MACON,GA,bibb,25.4,21.87438479135246,0.932620835,32.87152,-83.694532
110203,WESLEY WOODS GERIATRIC HOSPITAL,ATLANTA,GA,de kalb,19.8,16.464301218520873,0.641111662,33.804929,-84.33112
110205,NORTH GEORGIA MEDICAL CENTER,ELLIJAY,GA,gilmer,26.3,18.27683138080646,0.653336566,34.680097,-84.492728
110209,TURNING POINT HOSPITAL,MOULTRIE,GA,colquitt,28.9,27.213072189266857,0.211519133,31.132468,-83.770005
110212,SMITH NORTHVIEW HOSPITAL,VALDOSTA,GA,lowndes,27.1,26.59079297955915,0.853987695,30.898666,-83.335643
110215,PIEDMONT FAYETTE HOSPITAL,FAYETTEVILLE,GA,fayette,8.7,18.220644956048314,0.813824998,33.452609,-84.508483
110219,SOUTH FULTON MEDICAL CENTER,EAST POINT,GA,fulton,20,17.399007891310223,2.04505813,33.68039,-84.426974
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,JASPER,GA,pickens,14.6,17.427774362603397,0.776757874,34.446111,-84.447131
110226,DEKALB MEDICAL CENTER AT HILLANDALE,LITHONIA,GA,de kalb,19.8,16.585126281274515,0.609294614,33.705755,-84.147998
110229,"PIEDMONT NEWNAN HOSPITAL, INC",NEWNAN,GA,coweta,13.9,18.568994398266028,0.852417377,33.391148,-84.815594
110230,EMORY JOHNS CREEK HOSPITAL,JOHNS CREEK,GA,fulton,20,16.68423972317361,0.686958439,34.066701,-84.176432
120001,THE QUEENS MEDICAL CENTER,HONOLULU,HI,honolulu,10.3,10.3,0.914835511,21.307872,-157.854882
120002,MAUI MEMORIAL MEDICAL CENTER,WAILUKU,HI,maui,12.8,12.109599001258795,1.088904192,20.884628,-156.489483
120004,WAHIAWA GENERAL HOSPITAL,WAHIAWA,HI,honolulu,10.3,10.3,0.541186743,21.499037,-158.026225
120005,HILO MEDICAL CENTER,HILO,HI,hawaii,20.4,20.4,0.735166475,19.718458,-155.112286
120006,CASTLE MEDICAL CENTER,KAILUA,HI,honolulu,10.3,10.3,0.942617182,21.380724,-157.757912
120007,KUAKINI MEDICAL CENTER,HONOLULU,HI,honolulu,10.3,10.3,0.890004293,21.321667,-157.857157
120010,HAWAII MEDICAL CENTER EAST,HONOLULU,HI,honolulu,10.3,10.3,0.858338631,21.329634,-157.853003
120011,KAISER FOUNDATION HOSPITAL,HONOLULU,HI,honolulu,10.3,10.3,0.648350541,21.363328,-157.899879
120014,WILCOX MEMORIAL HOSPITAL,LIHUE,HI,kauai,12.9,12.9,1.054261888,21.98541,-159.364487
120019,KONA COMMUNITY HOSPITAL,KEALAKEKUA,HI,hawaii,20.4,20.4,0.947401513,19.519948,-155.917386
120022,STRAUB CLINIC AND HOSPITAL,HONOLULU,HI,honolulu,10.3,10.3,1.002648813,21.3027,-157.850403
120026,PALI MOMI MEDICAL CENTER,AIEA,HI,honolulu,10.3,10.3,1.017431735,21.383459,-157.938398
120027,HAWAII MEDICAL CENTER WEST,EWA BEACH,HI,honolulu,10.3,10.3,0.840140889,21.371049,-158.027532
120028,NORTH HAWAII COMMUNITY HOSPITAL,KAMUELA,HI,hawaii,20.4,20.4,0.681073381,20.02287,-155.665003
130002,ST LUKES MAGIC VALLEY RMC,TWIN FALLS,ID,twin falls,17.7,17.44097558990971,0.535356728,42.590733,-114.495978
130003,ST JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,nez perce,12.9,18.25356862267137,0.71265535,46.416496,-117.024996
130006,ST LUKES REGIONAL MEDICAL CENTER,BOISE,ID,ada,13.4,16.494560715098448,0.667075161,43.612852,-116.192315
130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,ada,13.4,17.09152646177212,0.596448517,43.614467,-116.257081
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,NAMPA,ID,canyon,20.1,17.260729789617034,0.629136542,43.553871,-116.570671
130014,WEST VALLEY MEDICAL CENTER,CALDWELL,ID,canyon,20.1,17.560225922260837,0.713553544,43.654466,-116.694852
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,IDAHO FALLS,ID,bonneville,13.9,19.004071803417467,0.853038633,43.470047,-111.991614
130025,MADISON MEMORIAL HOSPITAL,REXBURG,ID,madison,38.5,19.41108210921811,0.398013311,43.825893,-111.770852
130028,PORTNEUF MEDICAL CENTER,POCATELLO,ID,bannock,18.7,15.789396253840073,0.633955131,42.873913,-112.421018
130049,KOOTENAI MEDICAL CENTER,COEUR D'ALENE,ID,kootenai,16.1,16.158131380205198,0.580829845,47.696291,-116.793832
130063,TREASURE VALLEY HOSPITAL,BOISE,ID,ada,13.4,17.108038160578708,0.60661521,43.612537,-116.291012
130065,MOUNTAIN VIEW HOSPITAL,IDAHO FALLS,ID,bonneville,13.9,19.011597628255046,0.732807321,43.474234,-111.987777
130066,NORTHWEST SPECIALTY HOSPITAL,POST FALLS,ID,kootenai,16.1,16.14123877671076,0.757505132,47.715237,-116.92433
140001,GRAHAM HOSPITAL ASSOCIATION,CANTON,IL,fulton,13.1,13.557300680641312,0.636183429,40.552825,-90.039318
140002,ALTON MEMORIAL HOSPITAL,ALTON,IL,madison,14,13.203587636031578,0.828850104,38.899687,-90.159136
140007,PROVENA ST JOSEPH MEDICAL CENTER,JOLIET,IL,will,8.4,12.045236166646426,1.19831476,41.527604,-88.136163
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,MELROSE PARK,IL,cook,17.8,11.563335127660437,1.890284075,41.910773,-87.84449
140010,EVANSTON HOSPITAL,EVANSTON,IL,cook,17.8,12.974984618301626,0.970795402,42.065785,-87.684678
140011,HERRIN HOSPITAL,HERRIN,IL,williamson,16,19.06148561030435,0.656001052,37.801437,-89.026215
140012,KATHERINE SHAW BETHEA HOSPITAL,DIXON,IL,lee,11.3,12.55570009573223,0.99981098,41.844549,-89.479111
140013,PROCTOR HOSPITAL,PEORIA,IL,peoria,18.3,12.521050343263253,0.717097483,40.752608,-89.593251
140015,BLESSING HOSPITAL,QUINCY,IL,adams,15.9,16.28961119254862,0.831022458,39.935631,-91.398332
140018,MT SINAI HOSPITAL MEDICAL CENTER,CHICAGO,IL,cook,17.8,11.857528996113876,1.013317801,41.860111,-87.695707
140019,SHELBY MEMORIAL HOSPITAL,SHELBYVILLE,IL,shelby,10.8,13.667831305665164,0.47506437,39.40551,-88.80783
140026,ST MARYS HOSPITAL,STREATOR,IL,la salle,11.7,9.763390070657856,0.651757881,41.114293,-88.835306
140029,COPLEY MEMORIAL HOSPITAL,AURORA,IL,du page,7.8,11.018374294203893,1.494787966,41.729497,-88.269583
140030,SHERMAN HOSPITAL,ELGIN,IL,kane,12.6,11.693966461720464,1.199695526,42.055641,-88.338505
140032,ST ANTHONYS MEMORIAL HOSPITAL,EFFINGHAM,IL,effingham,10.7,13.887415186226711,0.475489106,39.125544,-88.54954
140034,ST MARYS HOSPITAL,CENTRALIA,IL,marion,17.1,15.209273058268927,0.651757881,38.530094,-89.117275
140040,GALESBURG COTTAGE HOSPITAL,GALESBURG,IL,knox,20.2,14.27485417303327,1.242127715,40.955596,-90.366197
140043,CGH MEDICAL CENTER,STERLING,IL,whiteside,13.2,12.336996441840826,0.970923738,41.801587,-89.697155
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,MOUNT VERNON,IL,jefferson,17.6,16.588524642343987,0.609194037,38.322934,-88.910245
140048,ADVOCATE TRINITY HOSPITAL,CHICAGO,IL,cook,17.8,13.350102149451988,0.902739197,41.726676,-87.566974
140049,WEST SUBURBAN MEDICAL CENTER,OAK PARK,IL,cook,17.8,11.966004533391688,1.042301372,41.891372,-87.776114
140051,SKOKIE HOSPITAL,SKOKIE,IL,cook,17.8,12.464997747943148,0.983694824,42.056389,-87.740797
140052,SAINT ANTHONY'S HEALTH CENTER,ALTON,IL,madison,14,13.20170394750579,0.940175374,38.907557,-90.171963
140053,ST JOHNS HOSPITAL,SPRINGFIELD,IL,sangamon,16,13.446275260025468,0.847601886,39.805729,-89.645185
140054,MACNEAL  HOSPITAL,BERWYN,IL,cook,17.8,11.765499966598329,0.904542233,41.832143,-87.791716
140058,PASSAVANT AREA HOSPITAL,JACKSONVILLE,IL,morgan,14.3,13.79506195450922,0.764904391,39.746872,-90.259607
140059,JERSEY COMMUNITY HOSPITAL,JERSEYVILLE,IL,jersey,9.9,13.674089737632858,0.383356886,39.110403,-90.343118
140062,PALOS COMMUNITY HOSPITAL,PALOS HEIGHTS,IL,cook,17.8,12.126651036480665,1.007671322,41.668999,-87.814145
140063,RUSH OAK PARK HOSPITAL,OAK PARK,IL,cook,17.8,11.757419079279654,0.963951908,41.878566,-87.803066
140064,ST MARY MEDICAL CENTER,GALESBURG,IL,knox,20.2,14.264926691018186,1.279167489,40.988202,-90.363758
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,LA GRANGE,IL,cook,17.8,11.743010702474171,1.074953493,41.796662,-87.886265
140067,SAINT FRANCIS MEDICAL CENTER,PEORIA,IL,peoria,18.3,12.452722413696664,1.272024125,40.70189,-89.590782
140068,ROSELAND COMMUNITY HOSPITAL,CHICAGO,IL,cook,17.8,12.331870824738374,1.206602601,41.692307,-87.625387
140077,TOUCHETTE REGIONAL HOSPITAL INC,CENTREVILLE,IL,st clair,19.1,12.864138758751878,0.531668452,38.570567,-90.107692
140080,RHC ST FRANCIS HOSPITAL,EVANSTON,IL,cook,17.8,12.952750346772438,1.276645431,42.024646,-87.683963
140082,LOUIS A WEISS MEMORIAL HOSPITAL,CHICAGO,IL,cook,17.8,12.202800057632746,0.998769433,41.96678,-87.649462
140083,LORETTO HOSPITAL,CHICAGO,IL,cook,17.8,11.766744925771198,0.505336056,41.872153,-87.763604
140084,VISTA MEDICAL CENTER EAST,WAUKEGAN,IL,lake,11.1,13.238414071590087,1.42643599,42.378192,-87.832523
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,IL,cook,17.8,13.333454785102193,1.716527275,41.788313,-87.604566
140089,MC DONOUGH DISTRICT HOSPITAL,MACOMB,IL,mcdonough,20.3,15.000037649995795,0.608744664,40.447928,-90.665774
140091,CARLE FOUNDATION HOSPITAL,URBANA,IL,champaign,23.4,13.95262974452865,1.041016146,40.11692,-88.214825
140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,DANVILLE,IL,vermilion,19.8,14.339186099778974,1.164330537,40.138104,-87.645684
140095,SAINT ANTHONY HOSPITAL,CHICAGO,IL,cook,17.8,11.858430195599242,1.123885052,41.855127,-87.698127
140100,MIDWESTERN REGION MED CENTER,ZION,IL,lake,11.1,12.531579005912231,2.190845808,42.448768,-87.827666
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,MORRIS,IL,grundy,7.1,11.082775834992479,0.91146254,41.369109,-88.425495
140103,ST BERNARD HOSPITAL,CHICAGO,IL,cook,17.8,12.777251756919139,0.711228424,41.778603,-87.633047
140110,OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER,OTTAWA,IL,la salle,11.7,9.890189184102882,0.709276589,41.35774,-88.824195
140113,PROVENA COVENANT MEDICAL CENTER- URBANA,URBANA,IL,champaign,23.4,13.952154171565342,1.080932921,40.117946,-88.227495
140114,SWEDISH COVENANT HOSPITAL,CHICAGO,IL,cook,17.8,12.188514357504257,1.445073731,41.975224,-87.698167
140115,THOREK MEMORIAL HOSPITAL,CHICAGO,IL,cook,17.8,12.202713871082542,0.659346517,41.954734,-87.651524
140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,MCHENRY,IL,mchenry,8,12.533380914311266,0.841686805,42.31769,-88.278873
140117,RESURRECTION MEDICAL CENTER,CHICAGO,IL,cook,17.8,11.998508710166023,1.144479098,41.987827,-87.81437
140118,METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,cook,17.8,12.541260887893397,0.823927087,41.658341,-87.677416
140119,RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,cook,17.8,12.407817472863695,1.203361366,41.875168,-87.667598
140120,PEKIN MEMORIAL HOSPITAL,PEKIN,IL,tazewell,11.3,12.865238333555375,1.005758818,40.562987,-89.632815
140122,HINSDALE HOSPITAL,HINSDALE,IL,cook,17.8,11.732231013101421,1.112976685,41.805609,-87.920693
140124,JOHN H STROGER JR HOSPITAL,CHICAGO,IL,cook,17.8,12.405929326168545,0.526712119,41.873588,-87.674275
140125,GATEWAY REGIONAL MEDICAL CENTER,GRANITE CITY,IL,madison,14,12.886563012196156,2.200709951,38.700844,-90.14327
140127,BROMENN HEALTHCARE,NORMAL,IL,mclean,15.1,12.972266859910352,0.741756697,40.496352,-88.991047
140130,LAKE FOREST HOSPITAL,LAKE FOREST,IL,lake,11.1,12.02823196803599,1.040063373,42.252852,-87.865299
140133,HOLY CROSS HOSPITAL,CHICAGO,IL,cook,17.8,12.303379048382403,0.582182559,41.76905,-87.692415
140135,DECATUR MEMORIAL HOSPITAL,DECATUR,IL,macon,14.8,13.683578417992516,0.713664152,39.866619,-88.961354
140137,GREENVILLE REGIONAL HOSPITAL,GREENVILLE,IL,bond,14.3,14.683732258463486,0.408853421,38.902289,-89.411009
140143,ST MARGARETS HOSPITAL,SPRING VALLEY,IL,bureau,10.7,10.28314611423513,0.719176779,41.328921,-89.193075
